row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,431_02.mzML Peak area,432_02.mzML Peak area,004_02.mzML Peak area,104_02.mzML Peak area,037_02.mzML Peak area,22_02.mzML Peak area,453_02.mzML Peak area,07_02.mzML Peak area,102_02.mzML Peak area,105_02.mzML Peak area,444_02.mzML Peak area,055_02.mzML Peak area,039_02.mzML Peak area,401_02.mzML Peak area,02_02.mzML Peak area,16_02.mzML Peak area,033_02.mzML Peak area,442_02.mzML Peak area,020_02.mzML Peak area,019_02.mzML Peak area,492_02.mzML Peak area,517_02.mzML Peak area,523_02.mzML Peak area,454_02.mzML Peak area,521_02.mzML Peak area,522_02.mzML Peak area,516_02.mzML Peak area,518_02.mzML Peak area,814_02.mzML Peak area,514_02.mzML Peak area,813_02.mzML Peak area,509_02.mzML Peak area,476_02.mzML Peak area,508_02.mzML Peak area,817_02.mzML Peak area,515_02.mzML Peak area,531_02.mzML Peak area,475_02.mzML Peak area,818_02.mzML Peak area,553_02.mzML Peak area,821_02.mzML Peak area,DB1CP_02.mzML Peak area,DB8_02.mzML Peak area,DBV7_467_02.mzML Peak area,021_03.mzML Peak area,DBV3_542_02.mzML Peak area,822_02.mzML Peak area,BCN28WM_02.mzML Peak area,003_03.mzML Peak area,BCN22WM_02.mzML Peak area,825_02.mzML Peak area,01_03.mzML Peak area,023_03.mzML Peak area,013_03.mzML Peak area,510_02.mzML Peak area,028_03.mzML Peak area,011_03.mzML Peak area,015_03.mzML Peak area,041_03.mzML Peak area,309_03.mzML Peak area,029_03.mzML Peak area,031_03.mzML Peak area,035_03.mzML Peak area,017_03.mzML Peak area,06_03.mzML Peak area,14_03.mzML Peak area,044_03.mzML Peak area,046_03.mzML Peak area,425_03.mzML Peak area,435_03.mzML Peak area,434_03.mzML Peak area,038_03.mzML Peak area,451_03.mzML Peak area,441_03.mzML Peak area,05_03.mzML Peak area,08_03.mzML Peak area,032_03.mzML Peak area,30_03.mzML Peak area,469_03.mzML Peak area,471_03.mzML Peak area,427_03.mzML Peak area,558_03.mzML Peak area,555_03.mzML Peak area,505_03.mzML Peak area,528_03.mzML Peak area,47_03.mzML Peak area,501_03.mzML Peak area,45_03.mzML Peak area,447_03.mzML Peak area,530_03.mzML Peak area,823_03.mzML Peak area,36_03.mzML Peak area,533_03.mzML Peak area,52_03.mzML Peak area,549_03.mzML Peak area,501_03_20221012120828.mzML Peak area,524_03.mzML Peak area,62_03.mzML Peak area,544_03.mzML Peak area,DB1_03.mzML Peak area,DB5_03.mzML Peak area,DB2CP_03.mzML Peak area,DBV4_546_03.mzML Peak area,812_03.mzML Peak area,DB7_03.mzML Peak area,DBCP3_545_03.mzML Peak area,811_03.mzML Peak area,DBCP5_559_03.mzML Peak area,DB3_03.mzML Peak area,R26.mzML Peak area,DB6_03.mzML Peak area,R28.mzML Peak area,511_03.mzML Peak area,R27.mzML Peak area,R3.mzML Peak area,R1.mzML Peak area,R10.mzML Peak area,525_04.mzML Peak area,R29.mzML Peak area,R9.mzML Peak area,R2.mzML Peak area,WM03_02.mzML Peak area,R30.mzML Peak area,R31.mzML Peak area,R33.mzML Peak area,WM02_02.mzML Peak area,WM06_02.mzML Peak area,R32.mzML Peak area,WM17_03.mzML Peak area,R35.mzML Peak area,WM19_03.mzML Peak area,R4.mzML Peak area,R34.mzML Peak area,R6.mzML Peak area,R7.mzML Peak area,R5.mzML Peak area,R8.mzML Peak area,WM20_04.mzML Peak area,WM21_04.mzML Peak area,439_04.mzML Peak area,557_04.mzML Peak area
6148,663.3739731,3.5495882,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,104.3979,0,0,0,0,0,0,0,62.518887,0,0,0,0,125.93124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1455.4474,91.45162,0,0,0,0,0,0,0,0,0,0,0,0,0,3882.0254,0,316.8546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83370.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6036.7217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6329,425.2762635,3.5496502,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15654.193,0,0,0,0,3788.1504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6395,564.3597536,3.5579941,,,,188,,,,,,,0,0,20098.598,0,0,0,0,0,0,16081.171,0,0,0,0,0,0,28659.508,0,0,102698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12712.287,0,0,0,0,0,16158.4,0,0,0,0,0,15538.193,0,0,0,0,0,0,0,0,0,0,1792523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19325.902,0,0,48888.855,0,0,0,0,0,0,0,0,0,14437.139,0,15033.825,13781.609,16674.879,0,0,0,0,12142.192,0,0,0,0,12355.697,21937.324,0,0,17515.457,0,19182.445,0,0,27233.389,0,0,0,0,0,0,0,0
6297,547.3323217,3.5683572,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.92899,0,0,501.30756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11285.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.21814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.22305,0,0,0,0,0,0,0,30.321281,0,0,0,0,0,0,0,0
6273,626.3890817,3.5703132,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3604.9656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13233.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.3668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005.581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6397,205.0796816,3.5710204,,,,,,,,,,,0,0,0,0,0,0,0,57.582756,250.67082,0,2791.9077,0,1749.1539,0,0,0,0,0,281.9436,0,0,0,0,0,0,0,0,0,0,0,3182.914,0,59.358147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4898.6216,0,0,0,0,7671.1426,0,0,0,0,0,148.10826,48.9359,0,5539.469,0,363.26892,503.56226,11827.426,0,0,46.096813,19.156933,0,1408.0192,0,0,0,0,0,241.7829,4847.195,0,0,0,0,89.489655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.19417,3961.5242,11051.223,0,0,0,0,0,0,0,0,0,0,783.94293,0,0,0,0,19204.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2582.6304,0,0,0
6414,673.8622612,3.571975,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7265.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.83481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6412,536.3045816,3.5764074,,,,,,,,,,,0,0,0,0,98.64172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.050976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.33133,0,196.70267,34.946815,0,0,0,0,0,0,62.158978,0,0,0,0,0,0,0,0,0,0,0,5832.25,0,0,0,82.995384,0,0,60.253487,0,0,0,0,0,0,0,500.84058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767.8627,62.749947,0,0,356.10083,0,0,0,0,0,0,0,0,0,0,0,210.57115,0,0,0,0,0,0,137.43002,0,6279.0225,166.85175,0,0,67.213974,0,0,51.2971,44.01434,0,0,0,0,0,0,52.22841,0,39.085888,0,0,246.44348,0,0,0,0,0,0,0,0
6415,684.8549848,3.5787342,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.038776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3630.1624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6432,563.325172,3.5914626,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18462.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4634.4854,0,0,0,0,37714.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14516.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6398,573.7800127,3.5934088,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9561.403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.35883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086.5043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6385,662.8726297,3.594983,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,128.11197,0,0,0,0,0,0,0,109.53409,0,0,0,0,331.78098,0,0,0,0,0,0,0,0,0,0,132.45999,0,0,0,3225.0027,29.34151,0,0,0,17.116192,0,68.96088,0,0,0,0,0,0,0,7641.886,0,6331.413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152579.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10608.5205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6202,486.2842435,3.603201,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.59601,255.46855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.8503,0,0,0,0,0,36.723595,0,0,0,0,0,0,0,0,0,0,4751.613,0,0,64.5032,0,0,0,0,80.49266,0,0,28.075447,0,0,0,0,0,0,0,0,0,0,0,38.607956,0,0,0,2233.2925,0,0,0,0,0,0,0,50.3645,0,0,0,0,0,774.89667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6512,710.3631925,3.6155195,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6656.5576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6585,627.3550556,3.6221669,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3884.5488,0,0,0,0,10914.628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.25303,0,0,0,0,0,0,0,0
6279,586.8256554,3.6337903,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.14435,0,0,0,0,0,0,0,0,42.463097,0,0,0,0,0,0,0,0,0,0,3476.0627,0,0,0,0,0,0,44.602867,0,0,44.27774,0,0,0,0,1918.9376,0,0,0,0,0,47.982395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3520.4521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.911606,0,0,0,0,0,0,0,0,0,0,5821.1577,0,1452.2866,1489.8702,2387.6719,0,0,0,0,281.03662,0,0,0,158.7245,7488.087,6269.9,136.73245,0,1314.1576,0,3500.3425,0,0,2940.894,0,0,0,0,0,0,0,0
6612,618.3141398,3.6375046,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.30815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2439.7563,0,0,0,0,0,0,0,0,0,0,74851.5,0,0,0,0,6934.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8898.41,0,0,0,0,0,0,0,0,0,0,0,0,0,83116.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6573,427.7714862,3.6379216,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.06875,0,25.966064,0,0,922.1332,0,0,0,0,0,0,0,0,194.56618,0,13368.515,0,0,0,0,0,0,0,0,0,0,258.8339,0,0,0,0,0,0,0,192515.48,0,0,0,0,0,1323.6771,0,0,0,0,0,0,0,0,0,0,7822.426,0,0,151.01587,0,387981.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2827.7803,0,0,0,0,0,0,0,0,0,0,190.7362,0,33.76089,289736.8,188.28067,0,0,0,0,64.02869,0,0,0,0,0,65.98337,0,0,0,0,38.34606,0,0,139.512,0,0,0,0,2101.6348,0,0,0
6534,676.8887125,3.6406024,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.625032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.43925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3580.4895,0,374.7636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.175446,0,0,0,0,216339.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.78363,0,0,11041.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6543,451.594958,3.641024,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5377.2456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218.84572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6511,687.8794302,3.6428814,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11985.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.08789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6698,332.7056877,3.64855,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.80903,0,0,0,0,0,0,0,0,0,0,0,0,584.25336,0,556.0412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.72754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7218.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6676,535.7819712,3.6521485,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,136.29207,0,0,0,0,0,0,0,3686.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529.1191,0,0,0,0,0,41.052147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.34097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6592,664.4035766,3.657207,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.6301,0,0,0,0,0,0,0,0,0,0,0,0,5606.155,0,388.80844,0,0,0,0,42.55773,0,106.929855,0,0,0,0,0,0,0,120.76666,0,0,0,0,0,30.203323,0,0,0,0,0,0,0,0,0,0,28821.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.130817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.52709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6510,774.4056523,3.6593971,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.9206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14675.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3951.0386,0,0,0,0,546.93665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6338,691.3516526,3.6599517,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.979961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2195.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11454.314,0,0,0,0,0,0,0,0,0,0,0,0,0,50927.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6655,297.1744447,3.6657858,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1615.1381,0,0,0,0,5443.9116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6674,593.3409406,3.6759784,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.76914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1822.8054,0,0,0,0,12071.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6649,583.3060561,3.6774292,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66923.836,0,0,0,0,1569.6823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.72882,0,0,0,0,0,0,0,0,0,0,0,0,0,739.8802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6545,698.8705301,3.6832397,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.044678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.218903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6001.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9873.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12934.636,0,0,0,0,0,0,0,0,0,0,0,46.532967,0,0,0,0,0,0,0,0,0,0,0,0,56.715797,0,0,0
6765,156.1385472,3.686845,,,,0,,,,,,,0,0,15926.327,0,0,0,0,0,0,51877.1,0,48552.797,0,0,0,0,40728.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25476.482,0,0,0,0,10370.621,0,14516.777,0,0,0,0,0,24070.768,27894.926,0,0,0,14019.726,0,21783.283,32146.055,0,0,0,0,0,0,6710.9453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13706.404,0,0,0,0,0,0,12616.541,0,18920.166,0,0,0,10571.769,0,0,0,29316.25,0,0,32718.738,0,0,0,0,0,0,0,15266.118,0,0,0,0,0,0,0,0,0,0,0,10847.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6709,183.078328,3.6890905,,,,,,,,,,,0,7038.6284,21822.193,13288.709,18145.908,3796.8699,5806.5967,0,15086.392,18718.912,10926.827,17242.154,11950.877,15578.111,8281.783,12443.405,16624.973,9759.9,12779.2705,13614.435,13078.992,0,10322.441,10356.836,0,0,10109.004,5536.5244,0,10822.951,0,7153.7944,11898.514,0,4068.6926,15933.291,6345.231,10579.143,0,9370.593,17855.1,10370.603,12608.383,0,18102.213,10481.95,0,6441.6763,19823.053,13412.028,5884.9126,12963.323,15160.28,17257.918,5052.9824,14499.254,15912.493,12008.371,17669.174,5011.6216,12729.761,7023.926,10671.877,22543.94,14526.235,12800.606,12606.088,12914.405,6217.4937,0,12350.331,12214.862,13338.704,13552.212,4415.292,5076.0786,8398.995,12523.185,11211.223,10254.542,16474.84,0,0,10769.338,10456.549,11595.908,0,13089.81,0,11335.137,6479.797,11456.464,10002.761,23403.639,0,13183.993,10019.068,17200.248,7894.862,10599.961,13051.267,0,0,0,8283.045,4095.9275,12418.752,5463.799,12568.061,15601.605,12778.526,17116.879,0,16342.018,19376.89,19313.225,16607.35,17577.371,13238.789,20225.451,24116.006,9143.265,18473.37,16512.295,18657.45,5007.195,10039.913,15054.093,6900.591,13891.98,6242.3525,16957.543,14538.185,20396.584,16250.343,17007.322,16979.225,15009.516,17095.457,14628.243,13799.68
6714,560.3281383,3.689442,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4382.913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729.3572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,961.2562,0,0,0,0,2089.5454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6761,228.2074065,3.68978,,,,0,,,,,,,0,0,27369.812,0,0,0,0,0,0,25171.56,0,83859.45,0,0,0,0,77168.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45022.363,0,0,0,0,21550.982,0,18068.248,0,0,0,0,0,17421.562,8975.138,0,0,0,21042.855,0,26948.46,27506.994,0,0,0,0,0,0,9270.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24179.764,0,0,0,0,0,0,21572.83,0,25727.346,0,0,0,14680.058,0,0,0,34191.023,0,0,35005.75,0,0,0,0,0,0,0,25149.209,0,0,0,0,0,0,0,0,0,0,0,14260.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6590,576.3512345,3.6932588,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7831.4697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91842.42,0,0,0,0,49957.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24269.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
