id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
346_Collado_sirius_iimn_2241	C12H22N2O5	[M + K]+	C12H22N2O5	Alkaloids	0.7639369964599609	Small peptides	0.7015066742897034	Dipeptides	0.2587391436100006	Alpha amino acids and derivatives	0.5119626522064209	Amino acids and derivatives	0.6321225762367249	Amino acids, peptides, and analogues	0.6210675835609436	Carboxylic acids and derivatives	0.9517127871513367	Organic acids and derivatives	0.9906213283538818	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	2241
347_Collado_sirius_iimn_2243	C24H44N4O10	[M + Na]+	C24H44N4O10	Amino acids and Peptides	0.9589567184448242	Small peptides	0.9452953934669495	Tripeptides	0.7574600577354431	Oligopeptides	0.5672381520271301	Peptides	0.8402581214904785	Amino acids, peptides, and analogues	0.9908326268196106	Carboxylic acids and derivatives	0.9989812970161438	Organic acids and derivatives	0.9999395608901978	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Glutamine and derivatives; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	2243
348_Collado_sirius_iimn_2244	C12H19NO5	[M - H2O + H]+	C12H17NO4	Amino acids and Peptides	0.6935530304908752	Small peptides	0.5844138860702515	Dipeptides	0.7757048010826111	N-acyl-alpha amino acids and derivatives	0.8302972912788391	Amino acids and derivatives	0.9902543425559998	Amino acids, peptides, and analogues	0.9894094467163086	Carboxylic acids and derivatives	0.9999932050704956	Organic acids and derivatives	0.9999998807907104	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	2244
349_Collado_sirius_iimn_2245	C11H9NO2	[M + H]+	C11H9NO2	Alkaloids	0.9743350744247437	Tryptophan alkaloids	0.6423196792602539	Simple indole alkaloids	0.5709555745124817	Hydroquinolones	0.5655132532119751	Hydroquinolones	0.5655132532119751	Quinolones and derivatives	0.34279483556747437	Quinolines and derivatives	0.315505713224411	Organoheterocyclic compounds	0.8823078274726868	Organic compounds; Organoheterocyclic compounds; Pyrroles; Ketones; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Hydroquinolones; Carbonyl compounds; Substituted pyrroles; Benzenoids; Aryl ketones; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	2245
350_Collado_sirius_iimn_2252	C15H26N2O4	[M + H]+	C15H26N2O4	Amino acids and Peptides	0.7050577998161316	Small peptides	0.682746171951294	Aminoacids	0.6249738931655884	Dipeptides	0.8577442765235901	Peptides	0.4838722050189972	Amino acids, peptides, and analogues	0.8944637179374695	Carboxylic acids and derivatives	0.9981322884559631	Organic acids and derivatives	0.9995961785316467	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; N-acyl-alpha amino acids; Pyrrolidine carboxylic acids; Amines; N-acylpyrrolidines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	2252
351_Collado_sirius_iimn_2254	C23H40N6O7	[M + H]+	C23H40N6O7	Amino acids and Peptides	0.9999442100524902	Small peptides	0.9979060888290405	Tripeptides	0.8078126907348633	Oligopeptides	0.7735115885734558	Peptides	0.9996719360351562	Amino acids, peptides, and analogues	0.9999562501907349	Carboxylic acids and derivatives	0.9999392032623291	Organic acids and derivatives	0.9999978542327881	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Heterocyclic fatty acids; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; N-acylpyrrolidines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Glutamine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	2254
352_Collado_sirius_iimn_2276	C22H40N2O14	[M + H]+	C22H40N2O14	Carbohydrates	0.961224377155304	Aminosugars and aminoglycosides	0.9424289464950562	Aminosugars	0.9377246499061584	Fatty acyl glycosides	0.6449568271636963			Fatty acyl glycosides	0.6449568271636963	Fatty Acyls	0.7226564288139343	Lipids and lipid-like molecules	0.7458134889602661	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; N-acyl-alpha-hexosamines; Polyols; Aminosaccharides; Fatty Acyls; Acetamides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	2276
353_Collado_sirius_iimn_2279	C12H22N2O5	[M + H]+	C12H22N2O5	Amino acids and Peptides	0.9863205552101135	Small peptides	0.988902747631073	Dipeptides	0.999911904335022	Dipeptides	0.8854580521583557	Peptides	0.2522147297859192	Amino acids, peptides, and analogues	0.991976797580719	Carboxylic acids and derivatives	0.9999946355819702	Organic acids and derivatives	0.9999994039535522	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid salts; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Glutamine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	2279
354_Collado_sirius_iimn_2280	C12H22N2O5	[M + Na]+	C12H22N2O5	Amino acids and Peptides	0.9465476274490356	Small peptides	0.9638791084289551	Dipeptides	0.9875065088272095	N-acyl-L-alpha-amino acids	0.5623853802680969	Amino acids and derivatives	0.9893854260444641	Amino acids, peptides, and analogues	0.989912211894989	Carboxylic acids and derivatives	0.9998918771743774	Organic acids and derivatives	0.9999898672103882	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Amines; Fatty Acyls; Organic oxides; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Glutamine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	2280
355_Collado_sirius_iimn_2283	C12H22N2O5	[M - H2O + H]+	C12H20N2O4	Amino acids and Peptides	0.9896742701530457	Small peptides	0.9945462942123413	Dipeptides	0.9999798536300659	Dipeptides	0.7928923964500427	Peptides	0.11591936647891998	Amino acids, peptides, and analogues	0.9944806098937988	Carboxylic acids and derivatives	0.9999971389770508	Organic acids and derivatives	0.9999997615814209	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Organic anions; Fatty Acyls; Organic oxides; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	2283
356_Collado_sirius_iimn_2287	C15H27N3O4S	[M + H]+	C15H27N3O4S	Amino acids and Peptides	0.9999966621398926	Small peptides	0.9999734163284302	Dipeptides	0.9926040768623352	Dipeptides	0.6134869456291199	Peptides	0.9999346733093262	Amino acids, peptides, and analogues	1.0	Carboxylic acids and derivatives	1.0	Organic acids and derivatives	1.0	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Pyrrolidine carboxylic acids; Amines; Primary amines; N-acylpyrrolidines; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Azacyclic compounds; Methionine and derivatives; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	2287
357_Collado_sirius_iimn_2290	C11H21N3O	[M + H]+	C11H21N3O	Alkaloids	0.9731795191764832	Ornithine alkaloids	0.7531646490097046	Polyamines	0.615726113319397	Alpha amino acid amides	0.7953600883483887	Amino acids and derivatives	0.8422459363937378	Amino acids, peptides, and analogues	0.8354054689407349	Carboxylic acids and derivatives	0.9670958518981934	Organic acids and derivatives	0.9393379092216492	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	2290
358_Collado_sirius_iimn_2297	C13H10N2O3S	[M + H]+	C13H10N2O3S	Alkaloids	0.9980257749557495	Anthranilic acid alkaloids	0.7959278225898743	Phenazine alkaloids	0.5564810633659363	Phenylbenzimidazoles	0.9849356412887573			Phenylbenzimidazoles	0.9849356412887573	Benzimidazoles	0.9775556921958923	Organoheterocyclic compounds	0.9999996423721313	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Imidazoles; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Benzimidazoles; Phenylbenzimidazoles; Azoles; Sulfonyls; Organosulfonic acids; Arylsulfonic acids and derivatives; Benzene and substituted derivatives; Substituted imidazoles; Phenylimidazoles; Benzenoids; Arylsufonic acids; 1-sulfo,2-unsubstituted aromatic compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	2297
359_Collado_sirius_iimn_2298	C7H16N4O2	[M + Na]+	C7H16N4O2	Alkaloids	0.9144797921180725	Ornithine alkaloids	0.917570173740387	Polyamines	0.883446216583252	Ureas	0.8100116848945618			Ureas	0.8100116848945618	Organic carbonic acids and derivatives	0.8558836579322815	Organic acids and derivatives	0.9385116696357727	Organic compounds; Hydrazines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic carbonic acids and derivatives; Ureas; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	2298
360_Collado_sirius_iimn_2301	C14H27N7O5	[M + H]+	C14H27N7O5	Amino acids and Peptides	0.9996436834335327	Small peptides	0.999893069267273	Dipeptides	0.9211364388465881	Oligopeptides	0.9918771982192993	Peptides	0.9999935626983643	Amino acids, peptides, and analogues	0.9999997615814209	Carboxylic acids and derivatives	1.0	Organic acids and derivatives	1.0	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Azoles; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Imidazolyl carboxylic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Alpha amino acid amides; Substituted imidazoles; N-acyl-alpha amino acids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Histidine and derivatives; Alanine and derivatives; Proline and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	2301
361_Collado_sirius_iimn_2322	C10H16N2O2	[M + H]+	C10H16N2O2	Amino acids and Peptides	0.8734176754951477	Small peptides	0.9459761381149292	Dipeptides	0.9968165755271912	Alpha amino acids and derivatives	0.999484658241272	Amino acids and derivatives	0.9996103644371033	Amino acids, peptides, and analogues	0.9996881484985352	Carboxylic acids and derivatives	0.9998302459716797	Organic acids and derivatives	0.9999775886535645	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Piperazines; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Dioxopiperazines; Carbonyl compounds; Diazinanes; N-alkylpiperazines; 2,5-dioxopiperazines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	2322
362_Collado_sirius_iimn_2337	C12H17NO	[M + H]+	C12H17NO	Alkaloids	0.996425211429596	Pseudoalkaloids	0.7247865796089172	Phenylalanine-derived alkaloids	0.9027836322784424	Alkyl-phenylketones	0.9869927167892456	Ketones	0.9917564392089844	Carbonyl compounds	0.9486392140388489	Organooxygen compounds	0.998506486415863	Organic oxygen compounds	0.9999998807907104	Organic compounds; Ketones; Alpha-amino ketones; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Carbonyl compounds; Trialkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Phenylpropanes; Aryl ketones; Aryl alkyl ketones; Organic oxides; Hydrocarbon derivatives; Phenylketones; Alkyl-phenylketones; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	2337
363_Collado_sirius_iimn_2346	C20H29N5O7	[M + H]+	C20H29N5O7	Amino acids and Peptides	0.9919679760932922	Small peptides	0.9991037249565125	Tripeptides	0.990922749042511	Oligopeptides	0.9901838898658752	Peptides	0.999872088432312	Amino acids, peptides, and analogues	0.9999921321868896	Carboxylic acids and derivatives	0.9999939203262329	Organic acids and derivatives	0.9999966621398926	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Pyrrolidones; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; Pyrrolidine carboxylic acids; N-acylpyrrolidines; Pyrrolidine-2-ones; Organic oxides; Azacyclic compounds; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	2346
364_Collado_sirius_iimn_2360	C14H16N2O3	[M + H]+	C14H16N2O3	Amino acids and Peptides	0.9862200021743774	Small peptides	0.984792947769165	Dipeptides	0.995313286781311	Alpha amino acids and derivatives	0.9974678754806519	Amino acids and derivatives	0.9993773102760315	Amino acids, peptides, and analogues	0.9995254278182983	Carboxylic acids and derivatives	0.999783456325531	Organic acids and derivatives	0.9998921155929565	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Lactams; Piperazines; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Dioxopiperazines; Carbonyl compounds; Benzene and substituted derivatives; Diazinanes; Benzenoids; N-alkylpiperazines; 2,5-dioxopiperazines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	2360
366_Collado_sirius_iimn_2391	C9H11NO2S	[M + H]+	C9H11NO2S	Alkaloids	0.6659088134765625	Small peptides	0.43106621503829956	Simple amide alkaloids	0.3455001413822174	Benzenesulfonyl compounds	0.5653083324432373			Benzenesulfonyl compounds	0.5653083324432373	Benzene and substituted derivatives	0.9724359512329102	Benzenoids	0.9883338212966919	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Sulfoxides; Carboxylic acid derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Sulfinyl compounds; Organic oxides; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organopnictogen compounds; Organic oxygen compounds; Phenyl sulfoxides; Organic nitrogen compounds; Chemical entities	2391
367_Collado_sirius_iimn_2397	C23H28N8O5	[M + H]+	C23H28N8O5	Amino acids and Peptides	0.9925284385681152	Small peptides	0.9930530190467834	Tripeptides	0.7955331206321716	Oligopeptides	0.9156718254089355	Peptides	0.9917349815368652	Amino acids, peptides, and analogues	0.9999604225158691	Carboxylic acids and derivatives	0.9999402761459351	Organic acids and derivatives	0.999987006187439	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Azoles; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Primary amines; Carboximidamides; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	2397
368_Collado_sirius_iimn_2403	C13H15N3O3	[M + H]+	C13H15N3O3	Alkaloids	0.7703326940536499	Anthranilic acid alkaloids	0.2988085448741913	Quinoline alkaloids	0.26288846135139465	Benzene and substituted derivatives	0.7120879888534546					Benzene and substituted derivatives	0.7120879888534546	Benzenoids	0.9766299724578857	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Azoles; Secondary alcohols; Benzene and substituted derivatives; Polyols; Benzenoids; Amines; Primary amines; 1,2-diols; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	2403
369_Collado_sirius_iimn_2412	C31H40N6O4	[M + H]+	C31H40N6O4	Amino acids and Peptides	0.9793675541877747	Small peptides	0.9924498796463013	Tripeptides	0.9262339472770691	Oligopeptides	0.9552358388900757	Peptides	0.9924964904785156	Amino acids, peptides, and analogues	0.9999539852142334	Carboxylic acids and derivatives	0.9995964169502258	Organic acids and derivatives	0.9999454021453857	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Naphthalenes; Alpha amino acids and derivatives; Pyrroles; Phenols; Phenethylamines; Amphetamines and derivatives; Indoles and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Primary amines; Indoles; N-acylpyrrolidines; Aralkylamines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Tyrosine and derivatives; Phenylalanine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities	2412
370_Collado_sirius_iimn_2416	C9H9NO3	[M + Na]+	C9H9NO3	Alkaloids	0.5780177116394043	Nicotinic acid alkaloids	0.6779685616493225	Pyridine alkaloids	0.6789867281913757	1-hydroxy-2-unsubstituted benzenoids	0.5743687152862549			1-hydroxy-2-unsubstituted benzenoids	0.5743687152862549	Phenols	0.6213114261627197	Benzenoids	0.8378635048866272	Organic compounds; Pyridines and derivatives; Phenols; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dihydropyridines; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	2416
371_Collado_sirius_iimn_2422	C14H22N4O4	[M + H]+	C14H22N4O4	Amino acids and Peptides	0.9633954763412476	Small peptides	0.9532651901245117	Dipeptides	0.9966238737106323	Histidine and derivatives	0.997333288192749	Amino acids and derivatives	0.9976805448532104	Amino acids, peptides, and analogues	0.9980220794677734	Carboxylic acids and derivatives	0.9998639822006226	Organic acids and derivatives	0.9999978542327881	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Imidazolyl carboxylic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Substituted imidazoles; N-acyl-alpha amino acids; Fatty Acyls; Acetamides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Histidine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	2422
372_Collado_sirius_iimn_2430	C7H4O	[M + H]+	C7H4O	Shikimates and Phenylpropanoids	0.8571469783782959	Phenolic acids (C6-C1)	0.6428065299987793	Chalcones	0.21725840866565704	Benzoyl derivatives	0.8669453859329224			Benzoyl derivatives	0.8669453859329224	Benzene and substituted derivatives	0.9562599658966064	Benzenoids	0.9979671835899353	Organic compounds; Aldehydes; Benzoyl derivatives; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl-aldehydes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	2430
